ツイートID,ツイート本文
1613445114881527808,RT @_marony: プログラマーと言っても、思いつきで次の日には新しいプログラム作っちゃってる人は大きなシステムの運用保守に徹底的に向いてないし、毎日地道に運用保守してる人は新しいシステムを即席で作るのが超苦手なので双方必要なんですよ
1613418544238297092,@TaniponVBA @10mikiya 同感です
1613417951822249984,社畜力の高まりを感じた https://t.co/J1ZOArZjk4
1613408998673494016,"@kymmt867 ありがとうございます
社内で「値上がりするため買いだめ」とか「値上がり前に買いだめを指示」
みたいな言葉を耳にすることがあって疑問に思った次第です

先行きを正確に見通すことが難しい以上、必要数を必要なタイミングで良いと思っていますが
やっぱり得なのかな…とも考えてしまったりです"
1613406406941757442,@marumin21 才能に嫉妬
1613399048236707843,"@minmisugi ＞それだけでは損得の判断がつかない

ということは「値上がり前なので絶対買いだめすべき」
は誤りですかね"
1613390438488236032,"定期購入するものを『値上がり前にまとめ買い』は合理的なのか？

値下がりした時に在庫かかえてて買えなくなるし、
ずっと値上がり続ける場合でも効果は限定的だと思うのですが"
1613383950055116814,"@tukiwakka へんなシート追加はNGですね
あと左右両端のシート名を指定するので
両端のシートが変わるような並び替えもNGです

使用者が不安なレベルだと使わないほうが良いかと！"
1613383453801861120,"A「OneDriveで障害が出ています」

B「Teamsは『チームス』じゃなくて『チームズ』な？」

A「はい…ん？ うるせえ！」"
1613381695545430016,RT @yoyoyoshidada: ダブルクリックで畳めるのは地味に使えるかも。一応右端にも折り畳みアイコンあるけど使いたいときは大体場所忘れてるし。
1613377906448957441,@NZF9NalFz9eXWAA ROW使ってるのでそこは固いですね
1613376496915316736,"@NZF9NalFz9eXWAA よく使われるようです
ISODDやISEVENよりMODが好きです"
1613375317753876482,セル占い https://t.co/GQalCj199z
1613374590667067397,@MasazaneKunohe @johnchung1975 魔女が薬の材料にしそうなものばかり
1613373297995186177,"#エクセル 
串刺し計算(3D Reference)便利です！

複数シートの同じセル番地の数値を合計できるので、同じフォーマットで作られた複数シートの集計が簡単にできます！

STARTとENDという名前のシートで挟むテクニックはとても重宝します

https://t.co/EbbVTL8ovz"
1613373196295876610,"空白、非表示などに負けない！
強力な連番を振る数式を紹介したブログ記事です

けっこー便利！なので試してみてください！
https://t.co/iWenXw3l4W"
1613372517942718465,@otter_shiba 見つけたらドキッとしそうです
1613372170473992192,@tkgsn146 謝ったことを謝り始めそうな勢いですね
1613353698620739584,"担当「ここにはデータを入れないでください」

客「入力しないとエラーになります」

担当「だと思いました ではスペースを入れてください」

客「スペースだとエラーになります」

担当「なりますね では全角スペースを入れてください」

いちいち頭に想定の範囲内みたいな言葉くっつけてくるパターン https://t.co/F2zoB12h90"
1613351811402072064,@ExcelVBANgmg 私もよく彷徨ってます笑
1613346732687130625,RT @ExcelVBANgmg: 試しに使って見たのですが、リボンのどこになにがあるかちゃんと把握していないので結構使える機能です👍
1613337911025598465,これは問題ですぞ https://t.co/QawVPODi0S
1613337715470381056,"規則に書いてある通りに理解するというのが、意外に難しいのかもしれない
独自の勝手な解釈を加えないとか"
1613317675224289280,2023年12月の出張精算が回ってきました
1613315274740232192,"@MasazaneKunohe @ankoromochi7793 @toshi81350036 @johnchung1975 @Kabura_net14831 その道のプロ
「外観をよく似せてありますが、これはAitoさんの爪の垢ではなく、松田さんのへそのゴマです。」"
1613314829615534081,"資料の作成者が受け取る人に廃止を提案するようではダメ
資料を受け取る側の人間は、その資料が本当に必要かどうか点検しなくてはならない

私は自分が受け取る資料の重要度を一覧にして定期的に点検できてません
全部大事に決まってるし、作るのやめる根回し大変なんだもん"
1613314257562767360,@ankoromochi7793 @MasazaneKunohe @toshi81350036 @johnchung1975 @Kabura_net14831 見抜ける人はどんな人なんですか笑
1613313357741977602,"『Ctrl + .（ピリオド）』
選択範囲の四隅のセルを順に移動することができます。
（A1:C5の時、A1→C1→C5→A5→A1…）

広い範囲を選択するとき、端まで選択できているか確認するのに便利です

アクティブなセルが切り替わるので、選択範囲のサイズを右下起点で修正するのにも使えますね

#Excel https://t.co/Vjdga5EuHa"
1613307763240898560,@MasazaneKunohe @toshi81350036 @johnchung1975 @Kabura_net14831 見事なリスク管理
1613302028738125824,"@m1c_works トガちゃん可愛いです
デフォルメのバランスが良いですね〜"
1613301820620963847,@toshi81350036 @MasazaneKunohe @johnchung1975 @Kabura_net14831 これは見事な笑
1613191111232880640,@yh_excelmuzui いつか踊って欲しいですね…！
1613179284339953664,"@yolozyaTOM そんな顔がまた魅力だったりもすると思いますけれど笑
思い通りではないのは、もどかしいですね"
1613173109598846976,"@my_kirakira 筒ですかぁ…

そろそろ”筒井.xls”&amp;”x”とかしないと、いい加減に怒られそうですよね"
1613172171995762690,"出会っていきなり大嘘ぶちかます
いや、働きたくないわけでもないんですけども…"
1613170936735465472,ここで働かせてください！（働きたくない）
1613168716916875265,"RT @Tsutsui0524: LEFTちゃん描いて下さいました！
表情が良い…！！

#関数ちゃんファンアート"
1613152732856352770,RT @easy12110: 今日もこいつを駆逐したよ(白目
1613152683518726145,RT @4ZN5ONpbeEeceiy: タブのダブルクリックはしらなかった…!
1613144149414514689,"RT @Tsutsui0524: =SUM(A1+A2+A3+A4+A5)

#関数ちゃん https://t.co/vWb92FJCOy"
1613117513755234304,"A「ユーザーフォームをイニシャライズします」

B「U・Fということですね？」

A「うん？？」"
1613090259616821249,"RT @yasamaruku: 試してみました。

タブ上でダブルクリック
リボンの固定、リボンを折りたたむ
の切り替え（Ctrl＋F1）　

リボンが非固定状態の場合は、
シングルクリックで
表示非表示の切り替え

リボン固定状態のとき
マウス中スクロールで
タブ切り替え…"
1613067352211623936,@kubokenkuboken ダブルバインドなので…
1613062431768735746,@ITBuyHold1 MVPです！
1613059133795889152,@glayraven しっかりお金落とさないとですね
1613055729832984579,"広告の量が半分になります
↓
素の広告量を倍にする
↓
広告が非表示になるプラン発表"
1613054021853679616,"マウスの左ボタンで送信ボタンを押しこむ
↓
しまった！
↓
左ボタンを押したままポインタをずらして左ボタンを放す
↓
送信キャンセル成功

添付が漏れたメールでこれ決めたのが本日のハイライト"
1613025979882176512,@yosatonet これはいいですね…心が動きます
1613023396585177095,@KotorinChunChun ちゅんさんが鳥インフルエンサーを狙っている…？？
1613020291328012288,既視感の正体はこれか https://t.co/OGqTmb5ZNV
1613019964126158848,@my_kirakira 情シス探せば見つかるかも！？
1613019800770580481,@excel_pc 筆文字で横書きというのも、なんだかなぁですね
1613010491017924608,"@sachiee ありがとうございます！
コスメ風？です笑"
1613009595789893632,色々ややこしいExcelのショートカット集です https://t.co/QLZK8iGG5q
1612996492767432704,"A「IT化で現場を省力化したと聞きましたが？」

B「ITは俺らの仕事じゃないから仕事が減って楽になったよ」"
1612964582154448896,Excelの実験 https://t.co/2laKoJPWj6
1612957453817352192,RT @Tsutsui0524: オートフィル…気をつけような！！ https://t.co/1MgJnUCnX3
1612944836474310657,"RT @mogami74_en: FTP はFile Tensou Protocol だと思ってたけど…
違うの？"
1612944288140390400,"『F12』キー
名前をつけて保存

「【最終確定版】Ver.2…っと」
#Excel https://t.co/dgCiiU4COJ"
1612841485795463168,"@matsbox あぁ〜、いつもデザインが素晴らしいです
鏡開きらしさが半端ないです！"
1612840451819855872,@shamo_ken ドリルですね！！
1612840207233224704,"@setuna_t 新しい関数使ったことないですし、ショートカットキーも全然です
可視セルの選択がここぞという時に思い出せなくて悔しいです笑"
1612793022701346817,"RT @Tsutsui0524: ちょっと楽になるリボンの操作

・マウスホイールのスクロールでタブ切替
・タブのダブルクリックで表示・非表示の切替

画面共有中にダブルクリックでリボンを非表示にしたらどうやったのかと聞かれました笑
#Excel https://t.co/Eo…"
1612792896868225024,"RT @Tsutsui0524: Excelの底と言ったらこれ

Excelの最深部に手動でたどり着いた猛者が登場、キーを押し続けること9時間半で約100万行に到達
https://t.co/zOxRBofaZM"
1612744495384383488,"RT @yamato_1413: 少し前、このショートカットを知らなかった
Ctrl+-って倍率縮小なことが多いので、小さくしたくてショートカット実行したら、列が消えてホントにこんな反応した"
